 21902.4 10961.8  49.5 15445.2 1014.9  728.0
 30067.5 19307.3 153.2 24049.8 2113.8 1707.9
 15772.4 10174.7  83.0 12622.9 1112.6  907.7
  2102.8  1420.6   9.7  1714.5  134.7  114.1
    92.2   113.2   3.9    81.7    8.6   18.3
  4390.1  4387.4  80.5  4372.0  577.7  586.9
    87.5    97.4   2.7    81.6    9.0   14.0
    80.6    87.8   2.2    77.7    8.2   11.4
    88.0   120.7   4.7    84.4   10.1   20.9
    90.5   156.9  11.0   104.8   18.1   36.0
   455.3   537.9  11.9   486.6   65.8   76.1
    80.2   128.1   6.5    92.4   14.4   24.6
    89.9   176.7  12.6   112.0   21.3   42.1
    77.2   118.7   4.6    88.0   12.6   20.2
    87.1   199.9  17.8   118.1   25.6   53.2
    97.4   246.2  32.2   136.7   33.3   77.5
   218.7   362.4  14.1   273.3   47.3   67.0
    99.7   320.7  62.5   145.5   39.8  125.5
    93.6   195.7  19.9   113.7   21.6   53.5
    83.8   153.5  11.9   100.4   16.6   34.4
    78.9    94.2   2.0    76.5    7.2   11.1
    89.5   297.0  66.7   130.7   36.3  123.1
    80.9   170.0  15.8   103.9   20.2   43.3
    85.8   298.2  66.7   135.8   42.5  125.2
    91.3   235.6  43.5   120.8   27.2   83.3
    87.1   185.3  20.1   112.6   21.8   48.9
    90.6   249.6  52.4   124.1   30.4   95.1
    90.9   208.8  31.7   117.5   23.2   63.1
    90.6   282.7  68.7   135.3   37.4  114.6
    93.4   324.4  96.1   137.2   38.1  147.2
    85.5   178.4  16.1   111.1   18.3   39.4
    91.0   382.8 138.3   143.6   46.1  197.0
    90.5   303.0  69.0   136.3   33.9  112.5
    91.2   409.3 161.0   150.7   52.0  210.6
    95.2  1044.7 1370.2  186.3   99.1 1099.1
    90.2   311.4  80.9   143.3   42.4  129.2
    89.0   437.4 226.9   161.9   67.5  268.1
    92.9   378.8 100.8   147.9   40.6  156.0
    78.5   205.2  11.1   113.9   16.8   36.0
    83.7   356.0 103.2   151.5   53.7  161.0
    96.4  1098.3 1942.3  225.7  159.9 1302.4
    86.0   480.9  150.1  177.8   71.1  232.5
    92.1   758.7  543.4  207.7  112.0  559.9
    29.9   208.0   83.7   59.1   23.4  114.8
    31.1   291.8   44.4   66.8   18.9  102.2
    27.0   105.0    7.7   42.5    7.1   22.1
    15.8   210.1  205.1   38.0   20.4  170.1
    32.1   383.5  636.8   86.6   63.3  399.1
    15.3   211.4  215.2   39.5   23.5  178.8
    30.6   315.8  315.4   76.0   44.7  258.5
    16.1   236.5  297.8   45.1   29.2  211.2
    15.9   328.0  412.6   52.8   38.1  301.6
    30.7   612.4 1752.5  109.0  123.9  897.5
    13.5   225.7   48.2   36.0   11.7   89.5
    15.1   403.2  686.9   52.2   46.3  470.9
    26.4   527.1  825.9   88.5   75.4  573.5
   
 
