0.35 0.00801620139907 
0.355 0.015474277333 
0.36 0.0301462472573 
0.365 0.0513786692541 
0.37 0.0786848140475 
0.375 0.111736992128 
0.38 0.15035888088 
0.385 0.194517851701 
0.39 0.244317297135 
0.395 0.29998895799 
0.4 0.361885250466 
0.405 0.430471593283 
0.41 0.506318734798 
0.415 0.59009508014 
0.42 0.682559018327 
0.425 0.784551249394 
0.43 0.896987111519 
0.435 1.02084890815 
0.44 1.15717823511 
0.445 1.30706830777 
0.45 1.47165628812 
0.455 1.65211561192 
0.46 1.84964831583 
0.465 2.06547736451 
0.47 2.30083897778 
0.475 2.55697495772 
0.48 2.8351250158 
0.485 3.13651910002 
0.49 3.462369722 
0.495 3.81386428414 
0.5 4.19215740673 
0.505 4.59836325508 
0.51 5.03354786664 
0.515 5.49872147812 
0.52 5.99483085264 
0.525 6.52275160681 
0.53 7.08328053791 
0.535 7.67712795096 
0.54 8.3049099859 
0.545 8.96714094467 
0.55 9.66422561835 
0.555 10.3964516143 
0.56 11.1639816832 
0.565 11.9668460465 
0.57 12.8049347228 
0.575 13.6779898561 
0.58 14.5855980417 
0.585 15.5271826543 
0.59 16.5019961746 
0.595 17.5091125166 
0.6 18.5474193547 
0.605 19.6156104507 
0.61 20.7121779813 
0.615 21.8354048646 
0.62 22.983357088 
0.625 24.1538760346 
0.63 25.3445708107 
0.635 26.5528105731 
0.64 27.7757168557 
0.645 29.010155897 
0.65 30.2527309672 
0.655 31.4997746954 
0.66 32.7473413962 
0.665 33.9911993975 
0.67 35.2268233674 
0.675 36.4493866411 
0.68 37.6537535483 
0.685 38.83447174 
0.69 39.9857645162 
0.695 41.1015231524 
0.7 42.1752992271 
0.705 43.2002969487 
0.71 44.1693654829 
0.715 45.0749912796 
0.72 45.9092904001 
0.725 46.6640008442 
0.73 47.3304748772 
0.735 47.8996713575 
0.74 48.3621480631 
0.745 48.7080540192 
0.75 48.927121825 
0.755 49.0086599811 
0.76 48.9415452163 
0.765 48.7142148152 
0.77 48.3146589447 
0.775 47.7304129818 
0.78 46.9485498402 
0.785 45.9556722976 
0.79 44.737905323 
0.795 43.2808884035 
2.0000000000000          24.0    

