.322    0.0
0.41481		0.07436
0.43168		0.21163
0.44925		0.42326
0.46406		0.68065
0.47955		0.91516
0.49643		1.17255
0.51692		1.47569
0.54016		1.87035
0.56272		2.24786
0.5796		2.61964
0.59647		2.94566
0.6316		3.79218
0.6514		4.35272
0.66896		4.93613
0.68876		5.61678
0.70702		6.24595
0.72596		6.87512
0.74283		7.51001
0.76195		8.07054
0.7802		8.53956
0.79845		8.91134
0.81257		9.12297
0.81963		9.14585
