   0.330000  2.923481E-03
   0.340000  1.306608E-02
   0.350000  3.475904E-02
   0.360000  7.154208E-02
   0.370000  0.126613
   0.380000  0.203226
   0.390000  0.305003
   0.400000  0.436185
   0.410000  0.601869
   0.420000  0.808258
   0.430000  1.06292
   0.440000  1.37504
   0.450000  1.75557
   0.460000  2.21708
   0.470000  2.77288
   0.480000  3.43518
   0.490000  4.21196
   0.500000  5.10358
   0.510000  6.10122
   0.520000  7.18872
   0.530000  8.34699
   0.540000  9.55846
   0.550000  10.8100
   0.560000  12.0947
   0.570000  13.4128
   0.580000  14.7720
   0.590000  16.1868
   0.600000  17.6782
   0.610000  19.2728
   0.620000  21.0021
   0.630000  22.9018
   0.640000  25.0109
   0.650000  27.3687
   0.660000  30.0116
   0.670000  32.9423
   0.680000  36.1440
   0.690000  39.5354
   0.700000  42.9602
   0.710000  46.1762
   0.720000  48.8078
   0.730000  50.6942
   0.740000  51.7723
   0.750000  51.9091
   0.760000  51.6420
   0.770000  51.0980
   0.780000  50.5489
   0.790000  50.2621
   0.800000  50.0829
