   0.389   3.300
   0.401   3.500
   0.413   4.200
   0.425   4.900
   0.437   6.500
   0.449   7.300
   0.459   9.300
   0.469  12.200
   0.479  15.400
   0.491  20.900
   0.503  26.500
   0.515  30.600
   0.527  36.000
   0.539  41.700
   0.551  46.200
   0.561  52.200
   0.571  57.100
   0.581  60.400
   0.591  60.300
   0.601  65.800
   0.611  69.400
   0.621  70.200
   0.631  70.200
   0.640  73.100
   0.649  74.400
   0.657  75.900
   0.665  76.500
   0.675  76.500
   0.685  75.400
   0.695  77.900
   0.703  76.600
   0.711  76.200
   0.719  77.000
   0.727  76.300
   0.735  76.600
   0.743  75.500
   0.751  74.700
   0.759  74.100
   0.767  74.000
   0.775  71.800
   0.783  75.400
