          52          20          20
   1.000000       1.076000       1.600000       4.000000    
  0.0000000E+00  2.5295350E-03  4.1397008E-10
  0.0000000E+00  9.6139358E-03  4.5295670E-10
  0.0000000E+00  1.7790545E-02  6.0069189E-10
  0.0000000E+00  2.6038909E-02  6.5519545E-10
  0.0000000E+00  3.4505587E-02  8.4767682E-10
  0.0000000E+00  4.2280994E-02  5.3518767E-10
  0.0000000E+00  4.8943363E-02  1.1984982E-09
  0.0000000E+00  5.2141290E-02  9.6498920E-10
  0.0000000E+00  5.5040061E-02  3.2178482E-10
  0.0000000E+00  5.4916617E-02  1.1712221E-09
  0.0000000E+00  5.2524887E-02  9.0509505E-10
  0.0000000E+00  5.1916692E-02  0.0000000E+00
  0.0000000E+00  5.0395038E-02  1.4733380E-10
  0.0000000E+00  4.5564942E-02  3.2435876E-10
  0.0000000E+00  4.1718289E-02  1.9014307E-10
  0.0000000E+00  3.8865909E-02  4.6408583E-10
  0.0000000E+00  3.4134090E-02  2.3869690E-10
  0.0000000E+00  3.0232714E-02  0.0000000E+00
  0.0000000E+00  2.8244525E-02  1.7233805E-09
  0.0000000E+00  2.4032600E-02  0.0000000E+00
  0.0000000E+00  2.7670690E-03  1.5893774E-09
  0.0000000E+00  1.0048655E-02  1.5318677E-09
  0.0000000E+00  1.7909171E-02  1.8596032E-09
  0.0000000E+00  2.6282612E-02  2.1151214E-09
  0.0000000E+00  3.4137100E-02  1.5692116E-09
  0.0000000E+00  4.1424356E-02  1.7268047E-09
  0.0000000E+00  4.7113523E-02  8.5457108E-10
  0.0000000E+00  5.2073769E-02  2.6104359E-09
  0.0000000E+00  5.4651227E-02  1.4183901E-09
  0.0000000E+00  5.5620205E-02  9.1833530E-10
  0.0000000E+00  5.5182602E-02  1.5064742E-09
  0.0000000E+00  5.3355847E-02  4.5922280E-10
  0.0000000E+00  5.2060790E-02  1.5081879E-09
  0.0000000E+00  4.9394637E-02  5.7865188E-09
  0.0000000E+00  4.4330090E-02  2.0499711E-09
  0.0000000E+00  4.1132100E-02  1.6162423E-09
  0.0000000E+00  3.7864063E-02  5.3707394E-09
  0.0000000E+00  3.3035036E-02  6.9236028E-10
  0.0000000E+00  3.0366538E-02  4.2791632E-09
  0.0000000E+00  2.5945835E-02  9.2210095E-10
  3.8268158E-04  3.2112272E-03  1.2010656E-08
  0.0000000E+00  1.0635226E-02  1.3759405E-08
  0.0000000E+00  1.8628407E-02  1.5882177E-08
  0.0000000E+00  2.6571777E-02  1.2171263E-08
  0.0000000E+00  3.3851672E-02  1.9199504E-08
  0.0000000E+00  4.0422201E-02  1.6034670E-08
  0.0000000E+00  4.5394905E-02  1.4060682E-08
  0.0000000E+00  5.0361857E-02  1.1394214E-08
  0.0000000E+00  5.3704578E-02  1.0713132E-08
  0.0000000E+00  5.5311635E-02  1.1712738E-08
  0.0000000E+00  5.5793338E-02  1.4028557E-08
