  1   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
  2   1   0   0   0   0   0   0   0   0     1.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
  3   1   6  13   0   0   0   0   0   0     0.69000     0.22000     0.09000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
  4   1   2   9  11  13  14   0   0   0     0.51000     0.43000     0.02000     0.01000     0.01000     0.02000     0.00000     0.00000     0.00000
  5   1   2   7  11  13  14   0   0   0     0.89000     0.03000     0.02000     0.03000     0.02000     0.01000     0.00000     0.00000     0.00000
  6   1   7   9  13  14   0   0   0   0     0.10000     0.06000     0.49000     0.05000     0.30000     0.00000     0.00000     0.00000     0.00000
  7   1   5   7   9   0   0   0   0   0     0.59000     0.05000     0.15000     0.21000     0.00000     0.00000     0.00000     0.00000     0.00000
  8   1   5   7   9  13   0   0   0   0     0.01000     0.05000     0.79000     0.13000     0.02000     0.00000     0.00000     0.00000     0.00000
  9   1   5   7   9  13   0   0   0   0     0.23000     0.03000     0.21000     0.26000     0.27000     0.00000     0.00000     0.00000     0.00000
 10   1   7   0   0   0   0   0   0   0     0.47000     0.53000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 11   1   3  11   0   0   0   0   0   0     0.22000     0.49000     0.29000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 12   1   4   6  10  13   0   0   0   0     0.09000     0.37000     0.49000     0.03000     0.02000     0.00000     0.00000     0.00000     0.00000
 13   1   4   6  10  13   0   0   0   0     0.15000     0.02000     0.24000     0.27000     0.32000     0.00000     0.00000     0.00000     0.00000
 14   1  10   0   0   0   0   0   0   0     0.13000     0.87000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 15   1   3  10   0   0   0   0   0   0     0.26000     0.30000     0.44000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 16   1   6   8  10  12  13   0   0   0     0.70000     0.10000     0.01000     0.05000     0.02000     0.12000     0.00000     0.00000     0.00000
 17   1   6  10  12  13   0   0   0   0     0.08000     0.12000     0.60000     0.15000     0.05000     0.00000     0.00000     0.00000     0.00000
 18   1   2   0   0   0   0   0   0   0     0.06000     0.94000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 19   1   7   9  11   0   0   0   0   0     0.09000     0.62000     0.25000     0.04000     0.00000     0.00000     0.00000     0.00000     0.00000
 20   1   7   9  11  14   0   0   0   0     0.40000     0.16000     0.05000     0.33000     0.06000     0.00000     0.00000     0.00000     0.00000
 21   1   5   7   9   0   0   0   0   0     0.14000     0.74000     0.04000     0.08000     0.00000     0.00000     0.00000     0.00000     0.00000
 22   1   5   7   9   0   0   0   0   0     0.18000     0.07000     0.40000     0.35000     0.00000     0.00000     0.00000     0.00000     0.00000
 23   1  17   0   0   0   0   0   0   0     0.18000     0.82000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 24   1  17   0   0   0   0   0   0   0     0.02000     0.98000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 25   1  14  16   0   0   0   0   0   0     0.08000     0.28000     0.64000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 26   1  16  14   0   0   0   0   0   0     0.23000     0.10000     0.67000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 27   1   6  14   0   0   0   0   0   0     0.12000     0.68000     0.20000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 28   1   6  14   0   0   0   0   0   0     0.02000     0.83000     0.15000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 29   1   6   8  10   0   0   0   0   0     0.02000     0.28000     0.48000     0.22000     0.00000     0.00000     0.00000     0.00000     0.00000
 30   1   6  10   0   0   0   0   0   0     0.12000     0.01000     0.87000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 31   1   8  18   0   0   0   0   0   0     0.38000     0.18000     0.44000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 32   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 33   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 34  19  21   0   0   0   0   0   0   0     0.88000     0.12000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 35  21   0   0   0   0   0   0   0   0     1.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 36  20  21  22   0   0   0   0   0   0     0.46000     0.43000     0.11000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 37  20  21  23   0   0   0   0   0   0     0.23000     0.32000     0.45000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 38  20  21  24  27   0   0   0   0   0     0.25000     0.40000     0.14000     0.21000     0.00000     0.00000     0.00000     0.00000     0.00000
 39  20  21  22  24   0   0   0   0   0     0.25000     0.30000     0.15000     0.30000     0.00000     0.00000     0.00000     0.00000     0.00000
 40  20  21  23  27  31   0   0   0   0     0.25000     0.10000     0.14000     0.05000     0.46000     0.00000     0.00000     0.00000     0.00000
 41  20  21  23  25  27  31   0   0   0     0.60000     0.11000     0.12000     0.02000     0.03000     0.12000     0.00000     0.00000     0.00000
 42  20  21  24  27   0   0   0   0   0     0.05000     0.51000     0.39000     0.05000     0.00000     0.00000     0.00000     0.00000     0.00000
 43  19  20  21  22  24  35  37   0   0     0.10000     0.10000     0.40000     0.08000     0.18000     0.07000     0.07000     0.00000     0.00000
 44  19  20  21  24  37   0   0   0   0     0.18000     0.42000     0.03000     0.13000     0.24000     0.00000     0.00000     0.00000     0.00000
 45  19  20  21  25  29  33  38  40  41     0.18000     0.20000     0.05000     0.11000     0.15000     0.06000     0.08000     0.04000     0.13000
 46  20  21  24  27  30  32   0   0   0     0.30000     0.10000     0.13000     0.25000     0.12000     0.10000     0.00000     0.00000     0.00000
 47  20  21  25  27  31  33   0   0   0     0.27000     0.06000     0.12000     0.03000     0.49000     0.03000     0.00000     0.00000     0.00000
 48  20  21  26  27  32  34  42   0   0     0.30000     0.05000     0.32000     0.02000     0.21000     0.02000     0.08000     0.00000     0.00000
 49  20  21  23  27  33  42   0   0   0     0.15000     0.27000     0.06000     0.03000     0.41000     0.08000     0.00000     0.00000     0.00000
 50  19  20  21  23   0   0   0   0   0     0.33000     0.15000     0.25000     0.27000     0.00000     0.00000     0.00000     0.00000     0.00000
 51  19  20  21  24  28   0   0   0   0     0.10000     0.18000     0.05000     0.27000     0.40000     0.00000     0.00000     0.00000     0.00000
 52  19  20  21  25  31  33   0   0   0     0.08000     0.10000     0.29000     0.02000     0.40000     0.11000     0.00000     0.00000     0.00000
 53   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 54  43   0   0   0   0   0   0   0   0     1.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 55   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 56   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 57   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 58  44   0   0   0   0   0   0   0   0     1.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 59   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 60  45   0   0   0   0   0   0   0   0     1.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 61   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 62   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 63   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 64   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 65   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 66   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 67   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 68   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 69   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 70   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 71   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 72   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 73   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 74   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 75   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 76   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 77   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 78   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 79   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 80   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
 81   0   0   0   0   0   0   0   0   0     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
