0.342882	40.2079	
0.442882	78.3361	
0.542882	118.891		
0.642882	151.473		
0.742882	161.525		
0.850025	168.804		
0.950025	171.923		
1.05002		180.936		
1.14288		150.086		
1.24288		148.7		
1.35002		155.979		
1.44288		144.541		
1.55002		134.489		
1.65002		107.799		
1.75002		91.5077		
1.84288		87.0016		
1.94288		67.9375		
2.05002		68.9774		
2.15002		61.6983		
2.25002		37.7816		
2.35002		45.0606		
2.44288		29.4627		
2.54288		32.5823		
2.63574		35.7019		
2.74288		28.0762		
2.83574		24.2634		
2.93574		20.104		
3.23574		11.0918		
3.73574		7.62564		
4.49288		3.4662		
5.49288		0.693239	

